,Animal Type,Sex Upon Outcome,Normalized Age,Breed,Color,Outcome
4022,Cat,Neutered Male,-0.355784016430158,Domestic Shorthair Mix,Brown Tabby,0
4023,Cat,Intact Male,-0.7259194802674097,Domestic Shorthair,Brown Tabby/Black,0
4024,Dog,Spayed Female,-0.05689962938157725,Siberian Husky Mix,Black/White,0
4025,Cat,Neutered Male,-0.6620711127554838,Domestic Shorthair Mix,Black/White,0
4026,Cat,Intact Female,-0.39279756281388317,Domestic Shorthair,Calico,0
4027,Cat,Spayed Female,-0.5325237004124457,Domestic Shorthair Mix,Gray,0
4028,Cat,Intact Female,-0.7157407550118853,Domestic Shorthair,Brown Tabby,0
4029,Cat,Neutered Male,-0.6676231447130425,Domestic Medium Hair Mix,Orange Tabby,0
4030,Dog,Neutered Male,0.7028034101443819,Australian Cattle Dog,Blue Tick/Tan,0
4031,Cat,Neutered Male,-0.05412361340279786,Domestic Shorthair,Brown Tabby/White,0
4032,Dog,Spayed Female,0.7648011003371216,Pit Bull,White/Tan,0
4033,Dog,Neutered Male,-0.05782496804117038,Miniature Schnauzer Mix,Gray/Black,0
4034,Cat,Neutered Male,-0.3872455308563244,Domestic Shorthair Mix,Black/White,0
4035,Cat,Spayed Female,-0.39002154683510376,Domestic Medium Hair Mix,Torbie,0
4036,Cat,Spayed Female,3.043910218914999,Domestic Shorthair Mix,Calico,0
4037,Cat,Neutered Male,-0.3835441762179519,Siamese,Flame Point,0
4038,Dog,Neutered Male,2.0972887701512275,Labrador Retriever Mix,Black,1
4039,Dog,Spayed Female,-0.6824285632665326,Australian Cattle Dog Mix,White/Brown,0
4040,Cat,Unknown,-0.39557357879266253,Domestic Shorthair Mix,Brown Tabby,0
4041,Cat,Intact Female,-0.7194421096502578,Domestic Shorthair Mix,Brown Tabby,0
4042,Dog,Spayed Female,0.4936768730763347,Miniature Poodle Mix,Buff,0
4043,Dog,Neutered Male,-0.45294457568743657,Pit Bull Mix,White/Brown,0
4044,Cat,Neutered Male,-0.5251209911357007,Domestic Shorthair Mix,Black/White,0
4045,Cat,Neutered Male,-0.6629964514150769,Domestic Shorthair,Brown Tabby,0
4046,Dog,Spayed Female,-0.6796525472877533,Australian Cattle Dog Mix,Black/White,0
4047,Dog,Neutered Male,1.5763231048002957,Chihuahua Shorthair Mix,Black/Brown,0
4048,Cat,Intact Female,-0.39557357879266253,Domestic Shorthair Mix,Tortie,0
4049,Dog,Neutered Male,-0.613953502456641,Standard Schnauzer Mix,Black/Tan,0
4050,Dog,Neutered Male,1.2950201522839844,Pomeranian Mix,Black/Gray,0
4051,Dog,Neutered Male,0.9581968801920854,Pit Bull Mix,Black/White,0
4052,Dog,Spayed Female,-0.05412361340279786,Pit Bull Mix,Brown Brindle/White,0
4053,Other,Intact Female,-0.39372290147347627,Rat,White/Black,0
4054,Cat,Spayed Female,-0.39187222415429,Domestic Medium Hair Mix,Black/White,0
4055,Dog,Neutered Male,-0.34190393653626105,Labrador Retriever Mix,Brown,0
4056,Dog,Intact Male,-0.11519596493594439,Cairn Terrier Mix,Black/White,0
4057,Cat,Spayed Female,-0.66392179007467,Domestic Shorthair Mix,Tortie,0
4058,Dog,Spayed Female,-0.05412361340279786,Yorkshire Terrier Mix,Black,0
4059,Cat,Intact Female,-0.6796525472877533,Domestic Medium Hair Mix,Calico,0
4060,Other,Intact Male,-0.6694738220322288,Guinea Pig Mix,Gray/White,0
4061,Cat,Intact Male,-0.713890077692699,Domestic Shorthair Mix,Brown Tabby,0
4062,Dog,Neutered Male,-0.04394488814727344,Australian Cattle Dog Mix,White/Brown,0
4063,Cat,Intact Male,0.10966132934518602,Domestic Shorthair Mix,Brown Tabby,0
4064,Dog,Intact Male,-0.5824919880304746,Queensland Heeler Mix,Black/Brown,0
4065,Cat,Spayed Female,-0.6269082436909449,Domestic Shorthair Mix,Tortie,0
4066,Cat,Spayed Female,-0.6759511926493807,Domestic Shorthair,Blue,0
4067,Cat,Spayed Female,1.6522008748869323,Domestic Shorthair Mix,Tortie,0
4068,Dog,Spayed Female,-0.3761414669412068,Catahoula Mix,Brown Merle,0
4069,Dog,Neutered Male,2.6691480617797816,Pit Bull Mix,White/Brown Brindle,0
4070,Dog,Neutered Male,2.113019527364311,Beagle Mix,Tan/White,0
4071,Dog,Intact Female,-0.6213562117333861,Beagle Mix,Tricolor,1
4072,Dog,Neutered Male,-0.5889693586476266,Labrador Retriever,Brown/Tan,0
4073,Cat,Spayed Female,-0.6407883235848418,Domestic Shorthair,White/Black,0
4074,Dog,Neutered Male,-0.6620711127554838,Labrador Retriever/Redbone Hound,Tan/White,0
4075,Dog,Spayed Female,-0.2364153293426443,Bull Terrier Mix,Tan/White,0
4076,Dog,Neutered Male,-0.5260463297952938,Siberian Husky,Black/White,0
4077,Cat,Neutered Male,1.1136537750037312,Domestic Shorthair Mix,Black,0
4078,Cat,Neutered Male,-0.6583697581171113,Domestic Shorthair Mix,Blue Tabby/White,0
4079,Dog,Neutered Male,-0.39002154683510376,Australian Shepherd Mix,Brown,0
4080,Dog,Neutered Male,-0.002304648465582622,German Shepherd Mix,Black/White,0
4081,Cat,Intact Male,-0.713890077692699,Domestic Shorthair Mix,Orange Tabby,0
4082,Cat,Neutered Male,0.30028109322137064,Domestic Shorthair Mix,Brown Tabby,0
4083,Dog,Spayed Female,-0.3872455308563244,Rhod Ridgeback Mix,Red,0
4084,Cat,Neutered Male,-0.5760146174133227,Domestic Shorthair Mix,Cream Tabby,0
4085,Dog,Spayed Female,-0.047646242785645956,Basenji Mix,Tan,0
4086,Cat,Spayed Female,-0.6167295184354205,Domestic Shorthair,Black,0
4087,Dog,Spayed Female,-0.39002154683510376,Pit Bull Mix,Tan/White,0
4088,Cat,Intact Female,2.64508925663036,Domestic Shorthair Mix,Brown Tabby/White,1
4089,Cat,Spayed Female,-0.21605787883159547,Domestic Shorthair Mix,White/Black,0
4090,Cat,Intact Male,-0.7203674483098509,Domestic Shorthair Mix,Orange Tabby,0
4091,Dog,Neutered Male,-0.3974242561118488,Beagle Mix,Brown/White,0
4092,Dog,Neutered Male,-0.15128417266007643,Chihuahua Shorthair Mix,Black/Brown,0
4093,Dog,Neutered Male,-0.26232481181125195,Catahoula Mix,Tan/White,0
4094,Cat,Neutered Male,1.29964684558195,Siamese Mix,Flame Point,0
4095,Cat,Intact Female,-0.39279756281388317,Domestic Shorthair,White/Blue,0
4096,Cat,Spayed Female,0.022679495343431867,Domestic Shorthair Mix,Torbie,0
4097,Cat,Spayed Female,-0.018960744338258947,Domestic Medium Hair Mix,Black,0
4098,Cat,Unknown,-0.7259194802674097,Domestic Shorthair Mix,Buff,0
4099,Dog,Spayed Female,-0.36133604838771677,Basset Hound/Chinese Sharpei,Tan/Black,0
4100,Dog,Neutered Male,-0.5593585215406465,Catahoula Mix,Brown Brindle/White,0
4101,Dog,Spayed Female,-0.677801869968567,Border Collie Mix,Tricolor,0
4102,Dog,Neutered Male,0.8332761611470131,Catahoula Mix,Red,0
4103,Dog,Spayed Female,-0.008782019082734526,American Pit Bull Terrier Mix,Tan/White,0
4104,Cat,Spayed Female,-0.656519080797925,Domestic Shorthair,Black/White,0
4105,Cat,Neutered Male,-0.6648471287342631,Domestic Shorthair Mix,Orange Tabby/White,0
4106,Dog,Neutered Male,0.9628235734900511,Labrador Retriever Mix,Black,0
4107,Cat,Intact Female,-0.7175914323310715,Domestic Shorthair Mix,Calico,0
4108,Cat,Neutered Male,1.9705173737869688,Domestic Shorthair Mix,Black/White,0
4109,Dog,Spayed Female,-0.051347597424018475,Labrador Retriever Mix,Yellow,0
4110,Cat,Spayed Female,-0.6574444194575181,Domestic Shorthair Mix,Black/White,0
4111,Cat,Spayed Female,1.6549768908657116,Domestic Shorthair Mix,Calico/White,0
4112,Dog,Spayed Female,2.64508925663036,Chihuahua Shorthair Mix,Tricolor,0
4113,Dog,Intact Female,0.6222989467597796,Labrador Retriever Mix,Brown,0
4114,Dog,Intact Female,-0.6213562117333861,Catahoula,Black/Gray,0
4115,Dog,Spayed Female,0.2928783839446256,Chihuahua Shorthair Mix,Tan/White,0
4116,Cat,Intact Male,-0.7277701575865959,Domestic Shorthair Mix,Blue/White,0
4117,Other,Unknown,-0.05782496804117038,Raccoon,Gray/Black,1
4118,Other,Unknown,-0.3964989174522557,Raccoon Mix,Gray/Black,1
4119,Dog,Neutered Male,-0.38261883755835874,Tibetan Spaniel Mix,Tricolor,0
4120,Dog,Spayed Female,-0.5056888792842449,Boston Terrier,Brown Brindle/White,0
4121,Other,Unknown,-0.39557357879266253,Bat,Brown,1
4122,Dog,Neutered Male,-0.6759511926493807,Pit Bull Mix,Brown Brindle/White,0
4123,Cat,Intact Male,-0.66392179007467,Domestic Shorthair,Brown Tabby,0
4124,Cat,Neutered Male,-0.39557357879266253,Domestic Shorthair Mix,Brown Tabby/White,0
4125,Dog,Intact Male,-0.5029128633054656,German Shepherd Mix,Tan/Black,0
4126,Dog,Spayed Female,0.2854756746678806,Rat Terrier Mix,White/Tricolor,0
4127,Dog,Neutered Male,-0.6102521478182685,Labrador Retriever Mix,Black,0
4128,Dog,Spayed Female,0.2854756746678806,German Shepherd Mix,Sable,0
4129,Dog,Spayed Female,-0.39279756281388317,Norfolk Terrier,Tan,0
4130,Dog,Spayed Female,-0.5066142179438381,German Shepherd Mix,Brown,0
4131,Dog,Spayed Female,-0.36688808034527554,Chihuahua Shorthair Mix,Tan,1
4132,Dog,Neutered Male,-0.5251209911357007,Pit Bull,White/Black,0
4133,Dog,Spayed Female,-0.2105058468740367,Black Mouth Cur Mix,Tan/White,0
4134,Dog,Intact Male,-0.5001368473266862,Pit Bull Mix,White/Blue,0
4135,Dog,Spayed Female,0.7860838895077635,Labrador Retriever Mix,Black,0
4136,Dog,Intact Female,-0.3964989174522557,Maltese,White/Cream,0
4137,Dog,Intact Female,-0.7175914323310715,Border Collie Mix,Black/White,0
4138,Dog,Intact Female,-0.6185801957546067,Chihuahua Shorthair Mix,Chocolate/Tan,0
4139,Other,Intact Male,0.9554208642133061,Coyote,Gray/Black,1
4140,Bird,Intact Male,-0.04949692010483221,Chicken Mix,Red,0
4141,Cat,Neutered Male,-0.6722498380110082,Domestic Shorthair Mix,Black,0
4142,Dog,Neutered Male,-0.5741639400941365,Alaskan Husky Mix,White,0
4143,Cat,Unknown,-0.39187222415429,Domestic Shorthair Mix,Blue Tabby,0
4144,Cat,Neutered Male,-0.5565825055618671,Domestic Shorthair Mix,Blue Tabby/White,0
4145,Dog,Neutered Male,-0.044870226806866566,Pit Bull/Dachshund,Brown Brindle/White,0
4146,Cat,Intact Male,-0.713890077692699,Domestic Shorthair Mix,Orange Tabby/White,0
4147,Dog,Neutered Male,-0.6731751766706013,Chihuahua Shorthair/Dachshund,Sable/White,0
4148,Cat,Intact Male,-0.7018606751179883,Domestic Shorthair Mix,Orange Tabby/White,1
4149,Cat,Neutered Male,1.2931694749647982,Domestic Shorthair Mix,Brown Tabby,0
4150,Dog,Spayed Female,-0.5861933426688472,Australian Cattle Dog Mix,Blue Tick,0
4151,Other,Unknown,-0.3964989174522557,Rat,Brown,1
4152,Dog,Neutered Male,0.6815206209737399,Pit Bull Mix,Tricolor,0
4153,Dog,Intact Male,4.00256107025348,Chihuahua Shorthair Mix,Brown,0
4154,Cat,Neutered Male,-0.6269082436909449,Domestic Shorthair Mix,Blue/White,0
4155,Dog,Unknown,-0.39372290147347627,Rat Terrier Mix,White/Brown Brindle,1
4156,Dog,Intact Female,-0.5954467292647785,Pointer Mix,Black/White,0
4157,Dog,Intact Male,3.3224371554525307,Miniature Poodle Mix,White,0
4158,Cat,Spayed Female,-0.6518923874999594,Domestic Shorthair Mix,Tortie,0
4159,Dog,Neutered Male,0.2864010133274737,Chihuahua Shorthair Mix,Tan,0
4160,Dog,Neutered Male,2.0399177732564535,Labrador Retriever Mix,White,0
4161,Dog,Spayed Female,-0.36596274168568244,American Bulldog Mix,White/Brown Brindle,0
4162,Dog,Spayed Female,-0.38632019219673125,Pit Bull Mix,Brown/White,0
4163,Dog,Spayed Female,0.30028109322137064,Staffordshire Mix,Blue,0
4164,Cat,Unknown,-0.7203674483098509,Domestic Shorthair,Black/White,0
4165,Dog,Neutered Male,-0.21513254017200234,Australian Shepherd Mix,Tan/White,0
4166,Dog,Neutered Male,-0.02728879227459711,Siberian Husky/French Bulldog,Sable,0
4167,Cat,Intact Female,-0.051347597424018475,Domestic Shorthair Mix,Black,0
4168,Dog,Neutered Male,-0.36596274168568244,Beagle Mix,Tan,0
4169,Dog,Neutered Male,-0.39279756281388317,Cocker Spaniel Mix,White/Brown,0
4170,Dog,Neutered Male,-0.05319827474320473,Chihuahua Shorthair Mix,Tan/White,0
4171,Cat,Neutered Male,-0.6343109529676899,Domestic Shorthair Mix,Black,0
4172,Other,Unknown,-0.39464824013306943,Bat,Brown,1
4173,Dog,Neutered Male,0.06339439636552956,Pit Bull Mix,Brown/White,0
4174,Dog,Neutered Male,2.415605269051264,Labrador Retriever/Pit Bull,Black,1
4175,Cat,Neutered Male,-0.6731751766706013,Domestic Medium Hair,Black,0
4176,Dog,Spayed Female,-0.6602204354362975,German Shepherd Mix,Brown/Black,0
4177,Other,Unknown,-0.39464824013306943,Bat,Black/Brown,1
4178,Dog,Intact Female,-0.39279756281388317,Chihuahua Shorthair/Miniature Schnauzer,Black/Tan,0
4179,Dog,Neutered Male,-0.48070473547523046,Australian Kelpie Mix,Black Brindle/White,0
4180,Cat,Unknown,-0.677801869968567,Domestic Shorthair Mix,Brown Tabby/White,0
4181,Dog,Unknown,1.6318434243758835,Yorkshire Terrier Mix,Blue/Tan,0
4182,Cat,Unknown,-0.721292786969444,Domestic Shorthair Mix,Black,0
4183,Cat,Intact Male,-0.6759511926493807,Domestic Shorthair Mix,Blue Tabby,0
4184,Dog,Intact Female,0.28177432002950803,Chihuahua Shorthair Mix,Tricolor,0
4185,Other,Intact Male,-0.39557357879266253,Angora-English Mix,White/Tan,0
4186,Cat,Spayed Female,-0.67872720862816,Domestic Shorthair Mix,Black/White,0
4187,Dog,Intact Male,-0.677801869968567,Lhasa Apso Mix,Tan,0
4188,Cat,Spayed Female,-0.6269082436909449,Domestic Shorthair Mix,Blue Tabby,0
4189,Cat,Intact Female,-0.37799214426039307,Domestic Shorthair,Torbie,0
4190,Cat,Unknown,-0.713890077692699,Domestic Shorthair Mix,Orange Tabby,0
4191,Dog,Spayed Female,-0.05689962938157725,German Shepherd Mix,Black/Tan,0
4192,Dog,Neutered Male,-0.12630002885106195,Chihuahua Shorthair/Miniature Pinscher,Tricolor,0
4193,Cat,Intact Female,-0.6796525472877533,Domestic Shorthair Mix,Seal Point,0
4194,Dog,Neutered Male,-0.6435643395636211,Black Mouth Cur Mix,Brown/Tan,0
4195,Dog,Neutered Male,-0.04672090412605283,Pit Bull Mix,Blue/White,0
4196,Dog,Neutered Male,-0.6528177261595525,Chihuahua Shorthair Mix,Red,0
4197,Other,Unknown,-0.39557357879266253,Snake Mix,Brown,0
4198,Dog,Intact Female,-0.6907566112028708,Pit Bull Mix,Chocolate/White,0
4199,Cat,Neutered Male,-0.5649105534982052,Domestic Shorthair,White/Blue,0
4200,Dog,Intact Male,-0.5177182818589556,Boxer Mix,Brown/White,0
4201,Dog,Neutered Male,-0.47700338083685795,Great Pyrenees,White,0
4202,Cat,Neutered Male,-0.058750306700763505,Domestic Shorthair,Brown Tabby/White,0
4203,Dog,Intact Male,3.65926042754443,American Eskimo Mix,White/Tan,0
4204,Cat,Unknown,-0.7277701575865959,Domestic Shorthair Mix,Blue Tabby,0
4205,Dog,Neutered Male,0.28084898136991493,Australian Cattle Dog/English Coonhound,Red/White,0
4206,Cat,Intact Female,-0.39279756281388317,Domestic Shorthair Mix,Black,0
4207,Cat,Neutered Male,-0.6611457740958906,Siamese,Lynx Point,0
4208,Other,Unknown,-0.05782496804117038,Bat,Brown,1
4209,Dog,Neutered Male,1.1229071615996624,Pit Bull Mix,Brown/Red,0
4210,Dog,Neutered Male,-0.3761414669412068,Queensland Heeler/Entlebucher,Black/Tan,0
4211,Cat,Intact Female,-0.6481910328615869,Domestic Shorthair Mix,Black,0
4212,Dog,Neutered Male,-0.39002154683510376,Chihuahua Shorthair Mix,Black/White,0
4213,Dog,Intact Male,-0.39557357879266253,Irish Terrier,Black/White,0
4214,Cat,Intact Male,-0.7064873684159539,Domestic Shorthair Mix,Blue/White,0
4215,Dog,Spayed Female,-0.38909620817551066,American Pit Bull Terrier Mix,Blue/White,0
4216,Cat,Spayed Female,-0.6195055344141999,Domestic Shorthair,White/Gray,0
4217,Cat,Spayed Female,-0.6111774864778616,Domestic Shorthair Mix,Brown Tabby,0
4218,Dog,Neutered Male,-0.004155325784768881,Border Collie Mix,Sable,0
4219,Dog,Intact Female,1.6327687630354766,Maltese/Miniature Poodle,Black,0
4220,Dog,Spayed Female,-0.39002154683510376,Labrador Retriever Mix,Black/White,0
4221,Dog,Neutered Male,0.28084898136991493,Cairn Terrier Mix,Yellow,0
4222,Dog,Neutered Male,-0.5075395566034312,Labrador Retriever Mix,Black,0
4223,Dog,Neutered Male,-0.055048952062390986,German Shepherd,White,0
4224,Dog,Spayed Female,-0.6676231447130425,Chihuahua Shorthair Mix,Chocolate/Tan,0
4225,Dog,Neutered Male,-0.05412361340279786,Rat Terrier Mix,White/Brown,0
4226,Other,Unknown,-0.5621345375194258,Cold Water,Black/Gray,1
4227,Dog,Intact Female,0.9554208642133061,Pekingese Mix,White/Red,0
4228,Dog,Neutered Male,1.800255060421833,Border Collie Mix,White/Black,0
4229,Cat,Spayed Female,-0.04949692010483221,Domestic Shorthair Mix,Blue Tabby/White,0
4230,Dog,Neutered Male,2.208329409302403,Chihuahua Shorthair Mix,Tan,0
4231,Dog,Neutered Male,-0.02821413093419024,Pit Bull Mix,Brown Brindle/White,0
4232,Dog,Spayed Female,-0.5898946973072197,German Shepherd Mix,White,0
4233,Dog,Neutered Male,-0.48163007413482356,Australian Cattle Dog Mix,Tricolor/Black,0
4234,Cat,Neutered Male,-0.6056254545203029,Domestic Shorthair Mix,Orange Tabby,0
4235,Dog,Intact Female,-0.7046366910967677,Pit Bull Mix,White/Gray,1
4236,Dog,Spayed Female,1.175651465196471,Labrador Retriever/Australian Cattle Dog,Tan/White,0
4237,Cat,Unknown,-0.7277701575865959,Domestic Shorthair Mix,Blue/White,0
4238,Cat,Intact Male,-0.6750258539897875,Domestic Shorthair Mix,Blue Tabby/White,0
4239,Dog,Intact Female,-0.055974290721984114,German Shepherd Mix,Brown/Black,0
4240,Dog,Spayed Female,0.9563462028728992,Pit Bull Mix,Brown Brindle/White,0
4241,Dog,Neutered Male,-0.6574444194575181,Carolina Dog,Cream,0
4242,Cat,Neutered Male,-0.2225352494487474,Domestic Shorthair Mix,Blue Tabby,0
4243,Cat,Spayed Female,1.4227168873078364,Domestic Shorthair,Blue,0
4244,Dog,Neutered Male,0.09393057213210282,Pembroke Welsh Corgi Mix,Brown/White,0
4245,Dog,Spayed Female,1.0747895513008197,Australian Cattle Dog/Labrador Retriever,Tan/White,0
4246,Dog,Spayed Female,-0.48163007413482356,Chihuahua Shorthair/Dachshund,Black/White,0
4247,Cat,Neutered Male,-0.635236291627283,Domestic Shorthair,Blue,0
4248,Dog,Spayed Female,-0.613953502456641,Cardigan Welsh Corgi Mix,Brown/Black,0
4249,Cat,Spayed Female,1.6318434243758835,Domestic Shorthair Mix,Blue,0
4250,Dog,Intact Male,0.0300822046201769,Tibetan Terrier Mix,White/Tan,0
4251,Cat,Neutered Male,0.28084898136991493,Domestic Shorthair Mix,Orange Tabby/White,0
4252,Dog,Neutered Male,-0.36133604838771677,Catahoula Mix,Blue Merle,0
4253,Other,Unknown,1.2098889956014165,Bat,Brown,1
4254,Cat,Intact Male,-0.713890077692699,Domestic Medium Hair Mix,White/Brown,0
4255,Dog,Spayed Female,-0.3159944540676534,Australian Cattle Dog/German Shepherd,Tricolor,0
4256,Cat,Spayed Female,-0.6583697581171113,Domestic Medium Hair,Black,0
4257,Dog,Intact Male,-0.5436277643275632,Catahoula Mix,White/Tan,0
4258,Other,Unknown,-0.3964989174522557,Raccoon,Gray/Black,1
4259,Dog,Intact Male,-0.24381803861938936,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,0
4260,Dog,Intact Female,-0.6232068890525724,Siberian Husky,Red/White,0
4261,Cat,Neutered Male,-0.6444896782232143,Domestic Shorthair Mix,White/Brown Tabby,0
4262,Cat,Neutered Male,-0.6741005153301944,Domestic Shorthair Mix,Blue/White,0
4263,Dog,Spayed Female,1.2931694749647982,Catahoula/Australian Cattle Dog,Red Merle,0
4264,Cat,Spayed Female,-0.5945213906051854,Domestic Shorthair Mix,Black,0
4265,Dog,Neutered Male,-0.6750258539897875,Pit Bull Mix,White/Brown,0
4266,Dog,Spayed Female,1.1386379188127456,Bulldog/Boston Terrier,Brown/White,0
4267,Dog,Spayed Female,-0.38909620817551066,Labrador Retriever Mix,Chocolate/White,0
4268,Cat,Spayed Female,0.28732635198706685,Siamese Mix,Lynx Point,0
4269,Dog,Spayed Female,2.84033571380451,Pit Bull Mix,Tan/White,1
4270,Cat,Spayed Female,-0.5315983617528526,Domestic Shorthair,Cream Tabby,0
4271,Cat,Unknown,-0.7305461735653753,Domestic Shorthair,Brown Tabby,0
4272,Dog,Spayed Female,-0.5871186813284403,Belgian Malinois,Fawn/Black,0
4273,Cat,Spayed Female,-0.6370869689464693,Domestic Shorthair Mix,Torbie/White,0
4274,Dog,Neutered Male,-0.02728879227459711,Boxer Mix,Tricolor,0
4275,Dog,Neutered Male,0.28455033600828744,Pit Bull Mix,Red,0
4276,Dog,Neutered Male,-0.048571581445239084,Chihuahua Shorthair Mix,Cream,0
4277,Dog,Spayed Female,1.1738007878772845,Beagle,Black/Tan,0
4278,Cat,Neutered Male,-0.6389376462656555,Domestic Shorthair,White/Black,0
4279,Dog,Intact Female,-0.42055772260167706,Pit Bull Mix,Fawn,0
4280,Dog,Spayed Female,0.01620212472627996,Whippet Mix,Tan/White,0
4281,Cat,Spayed Female,-0.6417136622444349,Domestic Shorthair Mix,Tortie,0
4282,Dog,Intact Male,-0.6944579658412433,Chihuahua Shorthair Mix,White/Chocolate,1
4283,Cat,Neutered Male,3.689796603311003,Domestic Shorthair,Black,0
4284,Other,Intact Female,-0.7323968508845616,Rabbit Lh Mix,Black,0
4285,Dog,Neutered Male,0.04118626853529445,Catahoula Mix,Brown Merle/White,0
4286,Cat,Unknown,3.3224371554525307,Domestic Shorthair Mix,Brown Tabby,1
4287,Cat,Unknown,-0.713890077692699,Domestic Shorthair Mix,Blue Tabby/White,0
4288,Dog,Neutered Male,0.20219519530449895,German Shepherd,Black/Brown,0
4289,Cat,Intact Male,-0.7203674483098509,Domestic Shorthair Mix,White/Black,0
